user_id,touchpoint_date,channel,conversion
36,2022-10-25,display,0
36,2022-10-27,display,0
36,2022-10-28,organic,0
37,2022-11-10,paid_search,0
37,2022-11-11,affiliate,0
37,2022-11-13,affiliate,0
37,2022-11-13,organic,0
37,2022-11-16,paid_search,0
38,2023-05-18,paid_social,0
38,2023-05-18,paid_social,0
39,2022-01-29,affiliate,0
39,2022-02-02,display,0
40,2023-06-12,paid_search,0
40,2023-06-14,affiliate,1
41,2023-07-25,paid_search,0
41,2023-07-31,paid_social,0
42,2022-03-24,affiliate,0
42,2022-03-28,display,0
42,2022-03-29,display,0
42,2022-03-29,paid_search,0
42,2022-03-30,display,1
43,2022-03-30,paid_social,1
44,2023-11-22,paid_social,0
45,2023-02-08,display,0
45,2023-02-09,paid_social,0
45,2023-02-10,display,0
45,2023-02-14,paid_social,0
46,2022-07-07,paid_social,0
46,2022-07-10,paid_social,0
46,2022-07-10,display,0
47,2022-06-13,affiliate,0
47,2022-06-16,paid_social,0
48,2023-02-22,paid_search,0
48,2023-02-26,paid_social,0
49,2022-02-13,display,0
49,2022-02-14,paid_social,0
49,2022-02-15,paid_social,0
50,2022-08-29,paid_social,0
50,2022-08-29,paid_social,0
50,2022-08-30,display,0
50,2022-09-03,paid_search,0
51,2022-11-23,display,0
51,2022-11-27,paid_search,0
52,2023-02-05,paid_social,1
53,2022-03-06,paid_social,0
53,2022-03-07,affiliate,0
53,2022-03-08,organic,0
54,2022-08-16,paid_social,0
54,2022-08-18,affiliate,0
54,2022-08-19,paid_search,0
54,2022-08-19,affiliate,0
54,2022-08-22,paid_search,1
55,2022-08-08,paid_search,0
56,2022-02-25,display,0
56,2022-02-25,paid_social,0
56,2022-02-27,paid_search,0
56,2022-03-03,paid_social,0
56,2022-03-03,paid_social,0
57,2022-06-13,paid_search,0
57,2022-06-15,paid_social,0
57,2022-06-16,display,0
58,2022-09-26,paid_search,0
58,2022-09-28,paid_social,1
59,2022-11-30,paid_social,0
59,2022-12-01,organic,0
60,2022-05-11,paid_search,0
60,2022-05-12,display,0
61,2022-11-14,paid_search,0
61,2022-11-17,affiliate,0
61,2022-11-18,paid_social,0
61,2022-11-18,affiliate,0
61,2022-11-18,display,0
62,2022-10-20,affiliate,0
62,2022-10-21,affiliate,0
62,2022-10-23,display,0
63,2023-11-27,paid_search,0
64,2022-01-10,paid_social,0
64,2022-01-11,affiliate,0
64,2022-01-13,paid_search,0
64,2022-01-13,affiliate,1
65,2022-12-25,display,0
65,2022-12-29,paid_search,1
66,2022-02-17,paid_social,0
66,2022-02-17,paid_search,0
66,2022-02-17,affiliate,0
66,2022-02-19,paid_search,0
66,2022-02-23,paid_search,1
67,2022-08-15,paid_social,0
68,2022-10-08,paid_social,0
68,2022-10-10,display,0
68,2022-10-10,paid_search,0
68,2022-10-10,display,0
68,2022-10-10,paid_social,0
69,2022-08-01,organic,0
69,2022-08-05,display,0
69,2022-08-06,paid_search,0
70,2022-02-06,display,0
70,2022-02-06,paid_social,0
70,2022-02-09,paid_search,0
70,2022-02-10,organic,0
70,2022-02-10,paid_social,0
71,2022-06-09,paid_search,0
71,2022-06-10,paid_search,0
71,2022-06-11,affiliate,0
71,2022-06-13,organic,0
71,2022-06-14,paid_search,0
72,2022-03-27,paid_social,0
72,2022-03-29,paid_social,0
72,2022-03-29,display,0
72,2022-03-31,display,0
72,2022-04-01,paid_search,0
73,2022-10-02,paid_search,0
73,2022-10-03,paid_search,0
73,2022-10-03,paid_search,0
73,2022-10-05,paid_social,1
74,2022-12-20,organic,0
74,2022-12-20,paid_search,0
74,2022-12-21,paid_social,1
75,2022-08-29,paid_social,0
76,2023-05-22,display,0
77,2022-03-16,organic,0
77,2022-03-16,display,0
77,2022-03-19,display,0
77,2022-03-20,display,0
77,2022-03-20,organic,0
78,2022-08-04,paid_search,0
78,2022-08-04,display,0
78,2022-08-06,paid_search,0
79,2023-10-24,paid_search,0
79,2023-10-25,paid_social,0
79,2023-10-25,affiliate,0
79,2023-10-27,paid_search,0
80,2022-04-16,display,0
80,2022-04-20,display,0
81,2022-04-21,paid_search,0
81,2022-04-24,display,0
82,2022-03-22,display,0
83,2022-09-24,paid_social,0
83,2022-09-26,affiliate,0
83,2022-09-26,paid_search,0
83,2022-09-28,affiliate,0
84,2022-01-25,display,0
84,2022-01-30,paid_social,0
85,2022-01-17,paid_social,0
85,2022-01-18,display,0
85,2022-01-20,paid_social,0
86,2023-09-26,paid_search,0
86,2023-09-27,display,0
86,2023-09-28,paid_social,0
86,2023-09-29,paid_social,0
86,2023-10-01,paid_social,1
87,2022-02-10,paid_search,0
87,2022-02-10,paid_search,0
87,2022-02-11,paid_social,0
88,2022-01-29,paid_social,0
88,2022-01-30,paid_social,0
89,2023-11-22,paid_social,0
89,2023-11-24,display,0
90,2022-12-04,paid_social,0
90,2022-12-06,paid_search,0
91,2022-09-28,paid_search,0
91,2022-09-29,display,0
91,2022-10-01,paid_social,0
91,2022-10-01,display,0
91,2022-10-03,display,0
92,2023-01-16,paid_search,0
92,2023-01-16,paid_social,1
93,2023-09-17,paid_search,0
93,2023-09-18,display,0
93,2023-09-20,paid_social,0
93,2023-09-22,paid_social,0
93,2023-09-23,affiliate,1
94,2023-03-05,paid_search,0
95,2022-01-14,paid_social,0
95,2022-01-17,paid_social,0
95,2022-01-17,display,1
96,2022-10-05,paid_search,0
96,2022-10-05,paid_search,0
96,2022-10-07,display,0
96,2022-10-08,display,0
96,2022-10-10,paid_social,0
97,2022-06-10,paid_social,0
97,2022-06-12,paid_search,0
97,2022-06-13,organic,0
97,2022-06-13,paid_search,1
98,2022-01-05,paid_social,0
98,2022-01-09,organic,0
99,2023-11-29,display,0
100,2022-08-08,paid_search,0
100,2022-08-08,paid_social,0
101,2022-07-02,paid_search,0
101,2022-07-04,paid_search,0
101,2022-07-05,paid_social,0
102,2023-01-13,paid_search,0
102,2023-01-16,display,0
103,2023-05-12,organic,0
103,2023-05-13,paid_social,0
103,2023-05-17,paid_search,0
103,2023-05-18,paid_search,0
103,2023-05-18,affiliate,0
104,2023-08-15,organic,0
105,2022-01-05,organic,0
106,2022-12-30,display,0
106,2022-12-30,paid_social,0
106,2022-12-30,affiliate,0
106,2023-01-01,organic,0
106,2023-01-03,display,1
107,2022-11-23,paid_social,0
108,2023-04-02,display,0
108,2023-04-02,paid_social,0
108,2023-04-05,affiliate,1
109,2023-10-19,paid_social,0
110,2023-08-30,paid_search,0
110,2023-08-30,paid_search,0
110,2023-08-30,display,0
110,2023-08-30,display,0
110,2023-09-01,display,0
111,2022-03-29,affiliate,0
111,2022-03-29,affiliate,0
111,2022-04-02,paid_search,1
112,2022-10-31,display,0
112,2022-11-01,display,0
112,2022-11-03,paid_social,0
112,2022-11-04,affiliate,0
112,2022-11-04,paid_social,0
113,2022-05-06,paid_search,0
113,2022-05-08,organic,0
113,2022-05-08,paid_social,0
113,2022-05-09,paid_search,0
113,2022-05-12,paid_social,1
114,2023-05-13,paid_social,0
114,2023-05-14,paid_social,0
114,2023-05-15,display,0
114,2023-05-17,display,1
115,2022-04-02,display,0
115,2022-04-04,paid_search,0
115,2022-04-07,paid_social,0
115,2022-04-08,display,1
116,2023-03-24,paid_social,0
116,2023-03-26,paid_search,0
117,2023-01-14,paid_search,0
117,2023-01-15,display,0
117,2023-01-17,paid_social,0
117,2023-01-19,display,0
118,2023-01-15,affiliate,0
118,2023-01-19,display,0
119,2022-10-23,affiliate,0
119,2022-10-24,display,0
119,2022-10-25,affiliate,0
120,2023-03-18,paid_search,0
120,2023-03-21,display,0
121,2023-10-28,paid_social,0
121,2023-10-29,paid_search,0
121,2023-10-30,paid_social,0
121,2023-11-01,display,0
121,2023-11-01,paid_social,0
122,2022-09-23,paid_social,0
122,2022-09-24,paid_social,0
122,2022-09-26,display,1
123,2022-11-01,display,0
123,2022-11-02,paid_search,0
123,2022-11-03,paid_search,0
123,2022-11-05,paid_search,0
124,2022-03-16,paid_social,0
124,2022-03-18,paid_search,0
124,2022-03-21,paid_social,1
125,2023-03-07,paid_social,0
125,2023-03-08,paid_social,0
125,2023-03-08,paid_social,0
125,2023-03-10,display,0
125,2023-03-11,organic,0
126,2022-12-28,paid_social,1
127,2023-03-23,display,0
127,2023-03-24,paid_search,0
127,2023-03-24,paid_social,0
127,2023-03-24,paid_search,0
128,2023-10-23,paid_search,0
128,2023-10-24,paid_social,0
128,2023-10-24,paid_search,0
128,2023-10-26,organic,0
129,2022-11-19,display,0
129,2022-11-22,paid_search,0
129,2022-11-23,display,0
129,2022-11-24,paid_search,0
130,2023-05-26,paid_search,0
130,2023-05-29,paid_social,0
130,2023-05-31,paid_search,0
130,2023-06-01,organic,0
131,2022-07-02,display,0
131,2022-07-06,paid_social,0
131,2022-07-07,affiliate,0
132,2022-04-14,paid_social,0
132,2022-04-16,paid_social,0
132,2022-04-16,display,0
132,2022-04-19,display,0
133,2022-01-09,paid_social,0
133,2022-01-12,paid_search,0
133,2022-01-14,paid_search,1
134,2022-09-25,affiliate,0
134,2022-09-25,organic,0
134,2022-09-26,paid_social,0
134,2022-09-29,display,0
135,2023-03-14,display,0
135,2023-03-14,paid_search,0
135,2023-03-16,paid_social,0
135,2023-03-16,paid_social,0
135,2023-03-19,paid_search,1
136,2022-05-13,affiliate,0
136,2022-05-14,paid_search,0
136,2022-05-15,affiliate,0
136,2022-05-16,paid_search,1
137,2022-03-05,paid_social,0
137,2022-03-09,display,0
138,2023-10-11,organic,1
139,2022-03-26,paid_search,1
140,2022-09-22,display,0
140,2022-09-25,paid_search,0
140,2022-09-25,paid_search,1
141,2023-02-27,display,0
141,2023-03-01,paid_social,0
141,2023-03-03,display,0
141,2023-03-04,paid_social,0
141,2023-03-04,paid_social,0
142,2023-08-24,paid_social,0
142,2023-08-27,paid_search,0
142,2023-08-28,paid_search,0
142,2023-08-28,display,0
142,2023-08-29,paid_search,1
143,2022-01-19,affiliate,0
144,2022-12-06,paid_search,0
144,2022-12-08,display,0
144,2022-12-09,paid_social,0
144,2022-12-10,paid_search,0
144,2022-12-10,paid_search,1
145,2023-07-21,paid_social,0
145,2023-07-23,paid_social,0
146,2022-01-24,paid_search,0
146,2022-01-27,paid_search,0
147,2022-05-12,paid_social,0
148,2022-09-02,display,0
148,2022-09-04,affiliate,0
149,2022-07-21,paid_search,0
149,2022-07-21,paid_social,0
149,2022-07-27,paid_search,0
150,2022-04-03,paid_search,1
151,2023-01-24,paid_search,0
151,2023-01-24,organic,0
151,2023-01-26,display,0
152,2023-10-17,display,0
152,2023-10-18,paid_social,0
152,2023-10-21,paid_social,0
152,2023-10-21,paid_social,0
153,2023-07-09,affiliate,0
153,2023-07-12,display,0
154,2023-04-11,paid_search,0
155,2023-08-15,paid_social,0
155,2023-08-15,affiliate,0
155,2023-08-15,paid_social,0
155,2023-08-16,paid_search,0
156,2023-01-15,organic,0
156,2023-01-15,paid_social,0
157,2023-06-10,paid_search,0
157,2023-06-15,display,1
158,2022-05-06,organic,0
158,2022-05-07,paid_search,0
158,2022-05-07,paid_search,1
159,2022-05-09,affiliate,0
160,2023-06-20,display,0
161,2022-07-24,organic,0
161,2022-07-26,paid_search,0
161,2022-07-29,paid_search,0
161,2022-07-29,paid_search,0
162,2023-07-20,paid_search,0
162,2023-07-24,paid_social,0
162,2023-07-24,paid_social,0
163,2023-12-01,paid_search,0
164,2022-02-01,paid_search,0
164,2022-02-04,paid_social,0
164,2022-02-05,paid_search,0
164,2022-02-07,paid_search,0
164,2022-02-07,display,0
165,2022-08-15,paid_social,0
165,2022-08-15,display,0
165,2022-08-16,affiliate,0
166,2022-04-24,display,0
166,2022-04-28,paid_search,0
167,2022-07-30,display,0
167,2022-07-31,display,0
167,2022-08-04,display,0
167,2022-08-04,affiliate,0
168,2022-04-14,paid_social,0
168,2022-04-16,display,0
168,2022-04-19,affiliate,0
169,2023-04-17,paid_search,0
169,2023-04-20,paid_search,0
169,2023-04-21,paid_social,0
169,2023-04-21,paid_social,0
169,2023-04-22,affiliate,1
170,2022-12-05,display,0
170,2022-12-07,display,0
170,2022-12-10,display,0
171,2022-03-03,paid_search,0
171,2022-03-05,display,0
171,2022-03-08,display,0
171,2022-03-09,organic,1
172,2023-12-09,paid_social,0
172,2023-12-10,paid_social,0
172,2023-12-11,paid_search,0
172,2023-12-12,paid_search,0
173,2022-11-01,paid_search,0
173,2022-11-03,paid_search,0
173,2022-11-04,display,0
174,2023-02-10,display,0
174,2023-02-10,display,0
174,2023-02-11,organic,0
175,2023-07-30,display,0
175,2023-07-30,display,0
175,2023-07-31,display,0
175,2023-08-02,display,0
176,2023-03-05,affiliate,0
176,2023-03-06,affiliate,0
176,2023-03-09,paid_search,0
177,2023-12-10,paid_search,0
177,2023-12-11,paid_search,0
178,2023-10-05,display,0
178,2023-10-08,paid_search,0
179,2023-07-25,paid_search,0
179,2023-07-28,paid_search,0
179,2023-07-28,paid_search,0
179,2023-07-31,paid_search,1
180,2022-09-30,affiliate,0
180,2022-09-30,paid_search,0
180,2022-10-04,paid_search,0
180,2022-10-05,affiliate,1
181,2022-09-09,paid_social,0
181,2022-09-11,paid_social,0
182,2023-11-07,paid_search,0
182,2023-11-08,affiliate,0
183,2023-05-09,paid_social,0
183,2023-05-14,organic,1
184,2022-11-05,organic,0
184,2022-11-05,display,0
185,2022-06-13,display,0
186,2022-11-30,display,0
187,2023-07-29,display,0
187,2023-07-30,paid_social,0
187,2023-07-30,display,0
187,2023-07-31,paid_search,0
187,2023-08-01,affiliate,0
188,2023-05-31,affiliate,0
188,2023-06-01,paid_social,0
188,2023-06-01,display,0
188,2023-06-01,paid_search,0
188,2023-06-05,display,1
189,2023-10-16,paid_social,0
189,2023-10-16,paid_social,0
189,2023-10-20,affiliate,0
190,2022-08-08,paid_search,0
190,2022-08-09,paid_search,0
190,2022-08-10,organic,0
190,2022-08-10,display,0
191,2023-03-26,paid_search,0
192,2022-04-10,paid_social,0
192,2022-04-11,paid_social,0
192,2022-04-12,paid_social,0
192,2022-04-14,paid_search,1
193,2023-05-22,display,0
193,2023-05-24,display,0
193,2023-05-24,display,0
194,2023-07-13,display,0
194,2023-07-13,paid_search,0
195,2022-09-18,display,0
195,2022-09-19,paid_search,0
195,2022-09-20,paid_social,0
195,2022-09-20,display,0
195,2022-09-23,affiliate,1
196,2023-06-30,paid_social,0
196,2023-07-02,organic,0
196,2023-07-03,paid_social,0
197,2023-11-04,organic,0
197,2023-11-06,display,0
197,2023-11-06,paid_search,0
197,2023-11-07,display,0
197,2023-11-08,paid_search,1
198,2023-11-01,paid_search,0
198,2023-11-03,affiliate,0
198,2023-11-04,affiliate,0
198,2023-11-04,paid_social,0
199,2023-01-15,paid_social,0
199,2023-01-16,paid_social,0
199,2023-01-17,paid_social,0
199,2023-01-20,affiliate,1
200,2022-10-07,paid_search,0
200,2022-10-09,paid_search,1
201,2022-11-11,paid_search,0
202,2023-09-16,affiliate,0
203,2022-10-02,paid_social,0
204,2022-02-18,paid_search,0
204,2022-02-21,affiliate,0
204,2022-02-23,paid_search,0
204,2022-02-24,display,0
205,2022-05-31,paid_search,0
206,2022-10-31,display,0
206,2022-11-03,display,0
206,2022-11-03,display,0
206,2022-11-03,paid_search,0
206,2022-11-05,affiliate,0
207,2023-08-29,paid_search,0
207,2023-09-02,paid_social,0
207,2023-09-02,paid_search,1
208,2023-08-21,affiliate,0
208,2023-08-21,paid_search,0
208,2023-08-26,affiliate,1
209,2023-03-04,paid_search,0
209,2023-03-06,organic,0
209,2023-03-07,display,0
210,2023-05-27,affiliate,1
211,2023-11-09,paid_social,0
211,2023-11-09,display,0
211,2023-11-09,paid_search,0
211,2023-11-12,paid_search,0
211,2023-11-14,display,1
212,2023-05-31,affiliate,0
212,2023-06-04,paid_search,0
212,2023-06-05,paid_search,0
212,2023-06-05,paid_search,0
213,2022-02-07,paid_social,0
213,2022-02-08,paid_search,0
213,2022-02-10,affiliate,0
213,2022-02-11,display,1
214,2022-07-22,paid_search,0
214,2022-07-22,organic,0
214,2022-07-24,paid_search,0
214,2022-07-25,display,0
214,2022-07-26,paid_search,0
215,2023-10-24,paid_search,1
216,2023-07-06,display,0
216,2023-07-08,paid_search,0
216,2023-07-09,paid_search,0
216,2023-07-09,display,0
216,2023-07-10,organic,1
217,2022-12-15,paid_social,0
217,2022-12-21,display,1
218,2023-08-01,display,0
219,2023-01-17,paid_social,0
219,2023-01-17,paid_social,0
219,2023-01-18,paid_search,0
220,2023-11-22,paid_search,0
220,2023-11-26,affiliate,0
220,2023-11-26,affiliate,0
220,2023-11-27,paid_search,0
220,2023-11-27,paid_social,1
221,2023-01-05,paid_search,0
221,2023-01-05,affiliate,0
222,2023-08-02,display,1
223,2023-05-13,organic,0
223,2023-05-13,paid_search,0
223,2023-05-15,paid_social,0
224,2022-04-21,organic,0
224,2022-04-22,affiliate,0
224,2022-04-24,paid_search,0
224,2022-04-25,display,0
224,2022-04-25,paid_search,1
225,2023-11-23,display,1
226,2023-10-06,paid_social,1
227,2022-03-27,paid_social,0
227,2022-03-27,display,0
227,2022-03-28,paid_social,0
227,2022-03-30,display,0
228,2022-09-26,affiliate,0
228,2022-09-27,display,0
228,2022-09-30,affiliate,0
229,2023-09-24,affiliate,0
229,2023-09-27,organic,0
229,2023-09-28,affiliate,0
230,2023-02-25,paid_social,0
230,2023-02-27,affiliate,0
230,2023-03-01,affiliate,0
230,2023-03-03,paid_search,0
231,2022-10-26,paid_social,0
232,2023-09-05,affiliate,0
232,2023-09-09,display,0
232,2023-09-09,paid_search,0
232,2023-09-11,paid_social,0
233,2022-02-13,paid_social,0
233,2022-02-14,paid_search,0
233,2022-02-18,paid_social,0
233,2022-02-18,paid_social,0
234,2022-01-09,organic,0
234,2022-01-09,paid_social,0
234,2022-01-12,paid_social,0
234,2022-01-13,paid_social,1
235,2022-05-08,display,0
235,2022-05-08,display,0
235,2022-05-10,paid_social,0
236,2023-05-03,paid_search,0
236,2023-05-03,paid_social,0
236,2023-05-06,paid_search,0
236,2023-05-09,paid_social,0
237,2023-11-01,paid_social,0
237,2023-11-01,paid_search,0
237,2023-11-04,paid_search,0
237,2023-11-04,display,0
238,2023-05-03,paid_social,0
238,2023-05-06,paid_social,0
239,2022-07-22,organic,0
239,2022-07-24,paid_social,0
239,2022-07-26,paid_social,0
239,2022-07-26,paid_social,0
240,2023-05-06,paid_search,0
240,2023-05-07,affiliate,0
240,2023-05-10,paid_social,0
240,2023-05-10,affiliate,0
240,2023-05-11,display,1
241,2023-01-22,paid_social,0
241,2023-01-23,paid_search,0
241,2023-01-23,display,0
241,2023-01-24,organic,0
241,2023-01-26,paid_search,0
242,2023-03-13,paid_social,0
242,2023-03-15,paid_social,0
242,2023-03-16,display,0
242,2023-03-17,paid_social,0
243,2023-06-03,paid_search,0
243,2023-06-06,organic,0
243,2023-06-07,affiliate,0
243,2023-06-08,display,0
244,2022-09-07,paid_search,0
244,2022-09-09,display,0
244,2022-09-10,paid_search,0
244,2022-09-11,affiliate,0
245,2022-05-30,organic,0
246,2022-08-20,paid_search,0
246,2022-08-23,display,0
247,2023-12-07,display,0
247,2023-12-08,affiliate,0
247,2023-12-09,paid_social,0
248,2023-01-02,paid_search,0
248,2023-01-04,display,0
248,2023-01-05,paid_search,0
248,2023-01-08,paid_search,1
249,2023-03-25,display,0
249,2023-03-25,organic,0
249,2023-03-27,paid_search,0
250,2023-11-17,display,0
250,2023-11-17,affiliate,0
250,2023-11-18,paid_social,0
250,2023-11-21,display,0
250,2023-11-21,paid_social,0
251,2022-01-21,paid_search,0
251,2022-01-22,paid_search,0
251,2022-01-22,paid_search,1
252,2022-01-06,display,0
252,2022-01-07,display,0
252,2022-01-07,affiliate,0
252,2022-01-07,display,0
252,2022-01-09,paid_search,0
253,2023-02-22,paid_social,0
253,2023-02-22,display,0
253,2023-02-25,display,0
253,2023-02-26,display,1
254,2022-05-05,paid_social,0
254,2022-05-06,display,0
254,2022-05-10,display,1
255,2023-04-25,paid_search,0
255,2023-04-27,affiliate,0
256,2023-09-28,affiliate,0
256,2023-09-28,paid_social,0
256,2023-09-30,paid_search,1
257,2022-02-24,paid_search,0
257,2022-02-24,affiliate,0
257,2022-02-26,paid_social,0
258,2023-05-04,display,0
258,2023-05-06,paid_social,0
259,2022-03-01,paid_search,0
259,2022-03-01,affiliate,0
259,2022-03-02,display,0
259,2022-03-02,paid_social,1
260,2022-12-24,paid_search,0
260,2022-12-28,paid_social,1
261,2022-06-06,paid_search,0
262,2023-01-30,display,0
262,2023-01-31,paid_social,1
263,2023-09-15,display,0
264,2023-09-07,paid_social,0
264,2023-09-08,paid_social,0
264,2023-09-10,organic,0
264,2023-09-12,display,1
265,2023-09-27,paid_search,0
265,2023-10-02,paid_search,0
266,2023-06-22,organic,0
266,2023-06-24,paid_search,0
266,2023-06-25,paid_social,0
266,2023-06-25,display,0
266,2023-06-28,organic,1
267,2023-07-10,display,0
267,2023-07-11,paid_search,0
267,2023-07-14,affiliate,0
267,2023-07-15,paid_search,0
268,2022-02-02,paid_social,0
268,2022-02-02,affiliate,0
268,2022-02-03,paid_search,0
268,2022-02-07,display,0
269,2022-09-23,display,0
269,2022-09-25,organic,1
270,2023-05-05,paid_search,0
270,2023-05-08,paid_search,0
270,2023-05-10,display,0
270,2023-05-10,affiliate,0
271,2022-02-16,paid_social,0
271,2022-02-19,paid_social,0
271,2022-02-19,paid_search,0
271,2022-02-20,paid_search,0
271,2022-02-21,paid_social,1
272,2022-07-06,paid_search,0
273,2023-01-15,paid_social,0
273,2023-01-16,display,0
273,2023-01-18,display,0
273,2023-01-20,paid_social,0
274,2023-05-20,paid_social,0
274,2023-05-21,paid_social,0
274,2023-05-23,paid_search,0
275,2023-10-29,display,0
275,2023-10-30,display,0
275,2023-11-01,display,0
275,2023-11-04,display,0
275,2023-11-04,paid_social,0
276,2023-04-04,display,0
276,2023-04-06,paid_social,0
276,2023-04-10,paid_social,0
277,2023-05-07,paid_social,0
277,2023-05-07,display,0
277,2023-05-10,paid_social,1
278,2022-04-16,display,0
278,2022-04-22,organic,0
279,2022-10-07,paid_search,0
279,2022-10-07,paid_search,0
279,2022-10-08,display,0
279,2022-10-09,display,0
280,2023-04-11,paid_search,0
280,2023-04-12,display,0
280,2023-04-14,affiliate,0
281,2023-07-25,paid_search,0
281,2023-07-30,paid_search,0
281,2023-07-31,paid_search,0
281,2023-07-31,display,1
282,2023-03-02,display,0
283,2022-10-10,display,0
283,2022-10-11,organic,0
284,2022-11-04,paid_search,0
284,2022-11-06,paid_search,0
285,2023-05-10,organic,0
285,2023-05-10,display,0
285,2023-05-12,affiliate,0
285,2023-05-13,paid_search,0
286,2022-09-11,paid_search,0
286,2022-09-12,paid_social,0
286,2022-09-13,affiliate,0
286,2022-09-16,paid_search,1
287,2022-06-08,affiliate,0
287,2022-06-10,display,0
288,2023-09-15,paid_social,0
289,2022-12-30,paid_social,0
289,2023-01-02,display,0
289,2023-01-04,organic,0
289,2023-01-04,display,0
289,2023-01-05,affiliate,0
290,2022-03-18,affiliate,0
290,2022-03-20,paid_search,0
290,2022-03-20,affiliate,0
290,2022-03-20,paid_search,0
290,2022-03-21,paid_social,0
291,2022-06-06,paid_search,0
291,2022-06-08,affiliate,0
291,2022-06-09,paid_search,0
291,2022-06-10,organic,0
291,2022-06-10,organic,0
292,2023-09-05,paid_social,0
293,2023-08-31,paid_search,0
293,2023-09-02,display,0
293,2023-09-02,organic,0
293,2023-09-02,paid_social,0
293,2023-09-06,display,0
294,2022-04-26,paid_search,0
295,2022-09-25,paid_search,0
295,2022-09-25,organic,0
295,2022-09-27,paid_search,0
295,2022-09-27,display,1
296,2023-12-14,paid_social,0
296,2023-12-14,affiliate,0
296,2023-12-14,paid_search,0
296,2023-12-16,paid_social,0
297,2023-07-12,display,0
297,2023-07-12,affiliate,0
298,2023-09-26,paid_search,0
298,2023-09-26,paid_search,0
299,2023-05-11,organic,0
299,2023-05-12,paid_social,0
299,2023-05-13,paid_social,0
299,2023-05-14,affiliate,0
300,2022-06-16,paid_social,0
300,2022-06-16,paid_social,0
300,2022-06-17,paid_search,0
300,2022-06-18,paid_search,0
300,2022-06-19,organic,1
